panel,panel_title,method,x,mean,std,band_lower,band_upper,annotation
A,"Full reconstruction, RMSE",Tucker,0.0,0.02606496603972742,0.01718234250024906,0.00888262353947836,0.04324730853997648,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
A,"Full reconstruction, RMSE",Tucker + PolyCal,1.0,0.025572772261997063,0.016613796039197826,0.008958976222799238,0.04218656830119489,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
A,"Full reconstruction, RMSE",NTD-PL,2.0,0.022338953541078576,0.014974096513803182,0.0073648570272753944,0.03731305005488176,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
B,"Full reconstruction, SAM",Tucker,0.0,16.432867039665847,7.220688955695722,9.212178083970127,23.653555995361568,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
B,"Full reconstruction, SAM",Tucker + PolyCal,1.0,15.40535929599619,6.301294002013243,9.104065293982947,21.706653298009435,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
B,"Full reconstruction, SAM",NTD-PL,2.0,14.408211134009914,6.30099339780063,8.107217736209284,20.709204531810542,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
C,"Completion, RMSE*",Tucker,0.0,0.0263688603474433,0.0179123457798108,0.008456514567632502,0.0442812061272541,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
C,"Completion, RMSE*",Tucker + PolyCal,1.0,0.0258718705839581,0.0173099773518297,0.008561893232128397,0.043181847935787804,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
C,"Completion, RMSE*",NTD-PL,2.0,0.0229938416431347,0.0158198381177773,0.007174003525357398,0.038813679760912004,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
D,"Completion, SAM*",Tucker,0.0,15.556886533736428,6.850182923553795,8.706703610182633,22.407069457290223,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
D,"Completion, SAM*",Tucker + PolyCal,1.0,14.341986647874045,5.761708298674205,8.58027834919984,20.10369494654825,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
D,"Completion, SAM*",NTD-PL,2.0,13.484134060279324,5.745864552475742,7.738269507803582,19.229998612755065,Params are near-matched: Tucker vs NTD-PL differ by only a few coeffs; PolyCal is post-hoc on Tucker outputs.
